Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 32 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. robust  [ID: 60608]
1276. is infectious .  [ID: 67095]
 ##### 
1277. a very well-meaning movie , and  [ID: 59584]
 ##### 
1278. quaid is utterly fearless as the tortured husband living a painful lie  [ID: 31241]
 ##### 
1279. two star script  [ID: 2704]
 ##### 
1280. cross-dressing  [ID: 55730]
 ##### 
1281. boring movie  [ID: 43161]
 ##### 
1282. this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye  [ID: 30974]
 ##### 
1283. of the best films of the year  [ID: 6402]
 ##### 
1284. it 's really unclear why this project was undertaken  [ID: 14058]
 ##### 
1285. ellen pompeo pulls off the feat with aplomb  [ID: 38414]
 ##### 
1286. an engaging , formulaic sports drama that carries a charge of genuine excitement  [ID: 20032]
 ##### 
1287. ( like saturday morning tv in the '60s )  [ID: 62795]
 ##### 
1288. hastily mounted production exists only to capitalize on hopkins ' inclination to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book .  [ID: 27515]
 ##### 
1289. distinctly minor  [ID: 8431]
 ##### 
1290. `` abandon '' will leave you wanting to abandon the theater .  [ID: 49445]
 ##### 
1291. with bogus profundities  [ID: 44454]
 ##### 
1292. 88-minute rip-off  [ID: 8151]
 ##### 
1293. of the greatest natural sportsmen of modern times  [ID: 37987]
 ##### 
1294. love , family  [ID: 3994]
 ##### 
1295. the narrator and the other characters try to convince us that acting transfigures esther , but she 's never seen speaking on stage ; one feels cheated , and esther seems to remain an unchanged dullard  [ID: 56153]
 ##### 
1296. ( the film 's ) taste for `` shock humor '' will wear thin on all but  [ID: 47241]
 ##### 
1297. there are no special effects , and no hollywood endings .  [ID: 22267]
 ##### 
1298. makes the same mistake as the music industry it criticizes , becoming so slick and watered-down it almost loses what made you love it in the first place  [ID: 54527]
 ##### 
1299. a well-balanced fashion  [ID: 39171]
 ##### 
1300. you crave chris smith 's next movie  [ID: 43130]
 ##### 
1301. solid and refined piece  [ID: 22444]
 ##### 
1302. its face  [ID: 13343]
 ##### 
1303. succeeds where its recent predecessor miserably  [ID: 52077]
 ##### 
1304. hear george orwell turning over  [ID: 64744]
 ##### 
1305. brooding  [ID: 43237]
 ##### 
1306. like such a bore  [ID: 64671]
 ##### 
1307. indulges in the worst elements of all of them .  [ID: 50834]
 ##### 
1308. virtually plotless  [ID: 31409]
 ##### 
1309. the troubling thing about clockstoppers  [ID: 43536]
 ##### 
1310. why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear  [ID: 50707]
 ##### 
1311. sexy intrigue  [ID: 40448]
 ##### 
1312. has a laundry list of minor shortcomings  [ID: 54715]
 ##### 
1313. a slow-moving police-procedural thriller  [ID: 418]
 ##### 
1314. because his character 's deceptions ultimately undo him  [ID: 49259]
 ##### 
1315. a beautiful canvas  [ID: 26745]
 ##### 
1316. star trek was kind of terrific once ,  [ID: 65445]
 ##### 
1317. what a bewilderingly brilliant and entertaining  [ID: 62608]
 ##### 
1318. is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure .  [ID: 41317]
 ##### 
1319. pretends to be passionate and truthful but is really frustratingly timid and soggy  [ID: 1771]
 ##### 
1320. charming in comedies like american pie  [ID: 57906]
 ##### 
1321. of great actors hamming it up  [ID: 31238]
 ##### 
1322. to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line  [ID: 31501]
 ##### 
1323. as often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy  [ID: 33683]
 ##### 
1324. heart-pounding suspense  [ID: 41113]
 ##### 
1325. saps stuck in an inarticulate screenplay  [ID: 24038]
 ##### 
1326. recognize  [ID: 3058]
 ##### 
1327. like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions .  [ID: 21565]
 ##### 
1328. at its best  [ID: 60100]
 ##### 
1329. most original  [ID: 28827]
 ##### 
1330. pleasant enough  [ID: 38718]
 ##### 
1331. by a self-indulgent script  [ID: 8471]
 ##### 
1332. uneasy bonds  [ID: 42264]
 ##### 
1333. accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb  [ID: 47990]
 ##### 
1334. 's never dull  [ID: 25525]
 ##### 
1335. something of a public service  [ID: 52240]
 ##### 
1336. you have to admit it 's semi-amusing to watch robert deniro belt out `` when you 're a jet  [ID: 9941]
 ##### 
1337. accompanying the stunt-hungry dimwits  [ID: 11628]
 ##### 
1338. juiced with enough energy and excitement  [ID: 34823]
 ##### 
1339. with crude humor and vulgar innuendo  [ID: 45376]
 ##### 
1340. it reminds you how pertinent its dynamics remain  [ID: 26318]
 ##### 
1341. unbearable  [ID: 55144]
 ##### 
1342. touching melodrama  [ID: 53590]
 ##### 
1343. bogdanovich taps deep into the hearst mystique , entertainingly reenacting a historic scandal .  [ID: 55696]
 ##### 
1344. an elegant visual sense and a talent  [ID: 59733]
 ##### 
1345. the large-format film is well suited to capture these musicians in full regalia and the incredible imax sound system lets you feel the beat down to your toes .  [ID: 13843]
 ##### 
1346. 's a slow study : the action is stilted and the tabloid energy embalmed .  [ID: 46116]
 ##### 
1347. us to laugh because he acts so goofy all the time  [ID: 50622]
 ##### 
1348. cool gadgets and creatures  [ID: 41519]
 ##### 
1349. a gorgeous film -  [ID: 18440]
 ##### 
1350. the most brilliant work  [ID: 7545]
 ##### 
1351. the power and grace of one of the greatest natural sportsmen of modern times  [ID: 48272]
 ##### 
1352. a heartwarming , nonjudgmental kind  [ID: 56169]
 ##### 
1353. an interesting and at times captivating  [ID: 7307]
 ##### 
1354. just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy  [ID: 11681]
 ##### 
1355. the acting is amateurish , the cinematography is atrocious ,  [ID: 7127]
 ##### 
1356. chuckle  [ID: 28802]
 ##### 
1357. one of the year 's worst cinematic tragedies  [ID: 38348]
 ##### 
1358. leave the theater  [ID: 520]
 ##### 
1359. the filmmaker 's extraordinary access to massoud ,  [ID: 8684]
 ##### 
1360. thought-provoking and stylish  [ID: 59716]
 ##### 
1361. you can actually feel good  [ID: 16358]
 ##### 
1362. deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer .  [ID: 60846]
 ##### 
1363. do n't know why steven seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .  [ID: 13215]
 ##### 
1364. its heart , as simple self-reflection meditation  [ID: 32468]
 ##### 
1365. that do n't really care for the candidate  [ID: 31162]
 ##### 
1366. visually stunning  [ID: 27415]
 ##### 
1367. flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags  [ID: 57129]
 ##### 
1368. 'll still be glued to the screen .  [ID: 41564]
 ##### 
1369. tripe  [ID: 65554]
 ##### 
1370. , surprising romance  [ID: 32262]
 ##### 
1371. its lackadaisical plotting and mindless action  [ID: 15174]
 ##### 
1372. gussied up with so many distracting special effects and visual party tricks that it 's not clear whether we 're supposed to shriek or  [ID: 49669]
 ##### 
1373. it 's not just the vampires that are damned in queen of the damned --  [ID: 21224]
 ##### 
1374. as the dominant christine , sylvie testud is icily brilliant .  [ID: 62031]
 ##### 
1375. a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds  [ID: 4043]
 ##### 
1376. hampered by taylor 's cartoonish performance and the film 's ill-considered notion that hitler 's destiny was shaped by the most random of chances  [ID: 54027]
 ##### 
1377. mordantly funny  [ID: 63361]
 ##### 
1378. a powerfully evocative mood  [ID: 29205]
 ##### 
1379. can seem tiresomely simpleminded .  [ID: 2253]
 ##### 
1380. a tiny sense of hope  [ID: 17004]
 ##### 
1381. 's a tribute to the actress , and to her inventive director ,  [ID: 35712]
 ##### 
1382. cliche-ridden film  [ID: 43353]
 ##### 
1383. of a particular theatrical family  [ID: 13319]
 ##### 
1384. if ever such a dependable concept was botched in execution  [ID: 757]
 ##### 
1385. waterlogged script  [ID: 37666]
 ##### 
1386. you come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated .  [ID: 23442]
 ##### 
1387. walked out muttering words like `` horrible '' and `` terrible , ''  [ID: 352]
 ##### 
1388. the gifted crudup has the perfect face to play a handsome blank yearning to find himself , and  [ID: 7733]
 ##### 
1389. show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn  [ID: 40183]
 ##### 
1390. a gritty style and an excellent cast  [ID: 26082]
 ##### 
1391. , alas , it collapses like an overcooked soufflé .  [ID: 49861]
 ##### 
1392. shines through every frame  [ID: 21542]
 ##### 
1393. barely give a thought to the folks who prepare and deliver it  [ID: 39616]
 ##### 
1394. the world 's most fascinating stories  [ID: 66448]
 ##### 
1395. excessively quirky  [ID: 29181]
 ##### 
1396. psychologically unpersuasive  [ID: 10553]
 ##### 
1397. it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .  [ID: 64512]
 ##### 
1398. the slow parade  [ID: 44484]
 ##### 
1399. a predictable , manipulative stinker  [ID: 49610]
 ##### 
1400. as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody and exceptionally well-acted  [ID: 11702]
 ##### 
1401. crushing disappointment  [ID: 58526]
 ##### 
1402. a better script  [ID: 3678]
 ##### 
1403. smear  [ID: 3609]
 ##### 
1404. is meaningless , vapid and devoid of substance ,  [ID: 19116]
 ##### 
1405. surprisingly gentle  [ID: 63126]
 ##### 
1406. it would be easy for critics to shred it  [ID: 9804]
 ##### 
1407. beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates .  [ID: 32428]
 ##### 
1408. a surprisingly juvenile lark ,  [ID: 26079]
 ##### 
1409. , showtime eventually folds under its own thinness .  [ID: 30652]
 ##### 
1410. hurry up and get to its subjects ' deaths just so the documentary will be over  [ID: 45037]
 ##### 
1411. are head and shoulders above much of the director 's previous popcorn work .  [ID: 5112]
 ##### 
1412. with such confidence  [ID: 56665]
 ##### 
1413. firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action  [ID: 33826]
 ##### 
1414. has n't progressed as nicely as ` wayne  [ID: 39774]
 ##### 
1415. is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen  [ID: 46512]
 ##### 
1416. liked it  [ID: 9755]
 ##### 
1417. he 's a slow study : the action is stilted and the tabloid energy embalmed .  [ID: 25237]
 ##### 
1418. to foul up a screen adaptation of oscar wilde 's classic satire  [ID: 25566]
 ##### 
1419. belittle a cinema classic .  [ID: 66652]
 ##### 
1420. unoriginal  [ID: 14274]
 ##### 
1421. to grab us , only to keep letting go at all the wrong moments  [ID: 48201]
 ##### 
1422. such sensitivity  [ID: 25923]
 ##### 
1423. are n't  [ID: 62936]
 ##### 
1424. welles groupie/scholar peter bogdanovich took a long time to do it , but he 's finally provided his own broadside at publishing giant william randolph hearst .  [ID: 20995]
 ##### 
1425. their intelligence  [ID: 29907]
 ##### 
1426. by those willing to endure its extremely languorous rhythms , waiting for happiness  [ID: 16000]
 ##### 
1427. that cuts to the chase of the modern girl 's dilemma  [ID: 65092]
 ##### 
1428. master class .  [ID: 67290]
 ##### 
1429. makes this a high water mark for this genre  [ID: 43541]
 ##### 
1430. his ` angels of light  [ID: 34108]
 ##### 
1431. with nothing but net  [ID: 37959]
 ##### 
1432. heavy-handed symbolism , dime-store psychology and  [ID: 6975]
 ##### 
1433. a lower i.q. than when i had entered  [ID: 53561]
 ##### 
1434. as a detailed personal portrait  [ID: 30103]
 ##### 
1435. tired  [ID: 62615]
 ##### 
1436. prettiest pictures  [ID: 4855]
 ##### 
1437. 've seen it all before  [ID: 21862]
 ##### 
1438. that seem so real in small doses  [ID: 40539]
 ##### 
1439. a true adaptation of her book  [ID: 59758]
 ##### 
1440. soderbergh 's best films ,  [ID: 8441]
 ##### 
1441. wasted nearly two hours of your own precious life with this silly little puddle of a movie  [ID: 28615]
 ##### 
1442. with mcconaughey in an entirely irony-free zone and bale reduced mainly to batting his sensitive eyelids  [ID: 62249]
 ##### 
1443. understands characters must come first  [ID: 22557]
 ##### 
1444. humorous , illuminating study  [ID: 17820]
 ##### 
1445. impenetrable and  [ID: 14801]
 ##### 
1446. to appeal to women looking for a howlingly trashy time  [ID: 35807]
 ##### 
1447. gorgeous  [ID: 38780]
 ##### 
1448. is cheap junk and an insult to their death-defying efforts  [ID: 23090]
 ##### 
1449. that 's as hard to classify as it is hard to resist  [ID: 29709]
 ##### 
1450. that transforms this story about love and culture into a cinematic poem  [ID: 59680]
 ##### 
1451. while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .  [ID: 656]
