text,label,idx,index
Bob does not think that there is anyone from Greece in his basement.,1,6491,6491
The shooting of the hunters was very loud.,1,7849,7849
Which animals appear to have lost their collars?,1,6206,6206
The room contains many furniture.,0,3468,3468
Who has seen my snorkel?,1,6204,6204
John made Kim a great doll.,1,3775,3775
There is bread enough for all of you.,1,5383,5383
I wonder if you will come back tomorrow.,1,3961,3961
the boy likes themselves.,0,7524,7524
The tub filled with water.,1,572,572
I want to go.,1,1104,1104
We kicked myself,0,8039,8039
Those days Bill offered Mary anything he cooked.,1,6477,6477
John said if Heidi was obsessed with broccoli.,0,6052,6052
John intends to review the book.,1,4046,4046
The election results surprised everybody.,1,3932,3932
The sofa was longer than the desk was long.,1,1766,1766
Whether to win is a question Mary never considered.,1,7269,7269
There is tending to be more and more discussion of these issues.,1,481,481
Marlene dressed the baby.,1,3171,3171
No one knows how to tell from a good beer to a bad one.,1,3490,3490
Columbus believed the earth to be round.,1,2433,2433
Cheryl stood the books on the table.,1,2555,2555
A review of this article came out yesterday.,1,1482,1482
Steve tossed at the ball.,0,2780,2780
I confused Maria and Anna.,1,2306,2306
Dracula thought himself to be the Prince of Darkness.,1,7856,7856
I didn't eat any ice cream or any cake.,1,1946,1946
John got the book from Bill.,1,658,658
To whom the book did you give.,0,5287,5287
The students met to discuss the project.,1,5630,5630
John placed on the table.,0,5927,5927
Amanda carried at the package to New York.,0,2693,2693
"They can't stand each other, them.",0,1847,1847
The teacher made students happy.,1,3851,3851
"The harder it has rained, how much faster a flow appears in the river?",1,119,119
The pig grunts,1,8513,8513
Harriet gave a mug to John and a scarf to Vivien.,1,667,667
Mary laughed at John.,1,662,662
What did you eat some popcorn and drink?,0,6198,6198
I wonder has whether Mary worked for Microsoft.,0,7455,7455
Jasmine pushed the door open.,1,2502,2502
Mary saw the tall man come from the back.,1,7204,7204
The teacher handed the student.,0,3880,3880
Which girl did he give my binoculars to?,1,1923,1923
Margaret cut Bill on the arm.,1,2157,2157
She held his arm.,1,2761,2761
The trail we walked today was built by slave labor.,1,6217,6217
work out an analysis that is typical of this view of understood subjects.,1,478,478
the shit seems to have hit the fan.,1,7624,7624
They denied the claim that we had advanced by ourselves.,1,4992,4992
Mary's criticism him was cruel.,0,783,783
John placed the flute the violin on the table.,0,5928,5928
He treats John very shame.,0,3553,3553
On the windowsill is a flowering plant.,1,2460,2460
Every student has to come up with three arguments that show that some condition proposed by Bill is wrong.,1,1034,1034
Gilgamesh flew not the broomstick.,0,8407,8407
The pudding which the man who ordered ice cream said would be tasty was a horror show.,1,1216,1216
Bill bled on the floor.,1,33,33
The matter was paid a lot of attention to.,1,4717,4717
Paula swatted flies.,1,2816,2816
John would be hated to win.,0,503,503
Who do you think that saw Bill?,0,5615,5615
Reports the lettering on the covers of which the government prescribes the height of are a shocking waste of public funds.,1,1347,1347
whether she left is most unclear.,1,7251,7251
Andy gives freely of his time.,1,5688,5688
I told Daniel the story.,1,5676,5676
Sharks could have been cruising near the beach.,1,4552,4552
"Kim can dance, and Sandy can, too.",1,4528,4528
John read the book loudly.,1,3652,3652
The child broke the teapot by accident.,1,3753,3753
Mike expected Greg incorrectly to take out the trash.,1,6265,6265
He looks more formidable than he is.,1,5390,5390
Nixon's behavior gave an idea for a book to every journalist living in New York City in the 1970s.,1,2118,2118
It's nothing like the America I remember.,1,4136,4136
Cynthia devoured on the pizza .,0,3113,3113
These cars sold very quickly last week.,1,6979,6979
"Smith loaned a valuable collection of manuscripts to the library, and his widow later donated a valuable collection of manuscripts to the library.",1,7178,7178
Aphrodite quickly freed the animals,1,8498,8498
Jean wants herself to dance.,1,6252,6252
These stories about himself worry John more than anything else.,1,1071,1071
It bothers me for her to wear that old fedora.,1,1917,1917
Every essay she's written and which I've read is on that pile.,0,4911,4911
The wagon rumbled down the road.,1,45,45
Louis begged Kate to shave himself.,0,6261,6261
How intelligent do you wonder whether I consider John?,0,401,401
The poem that Homer wrote.,1,7999,7999
the person stand on my foot is heavy.,0,4888,4888
Yesterday Lydia eloped with Wickham.,1,6738,6738
He goes.,1,5853,5853
Tess knocked at the door.,1,6949,6949
He failed chemistry because he can't understand it.,1,3792,3792
John is prouder of having gone than John didn't expect me to believe he would be.,0,1540,1540
The explosives destroyed the warehouse.,1,3232,3232
Kim alienates cats and beat his dog.,1,7026,7026
"Joe's neuroses bother his patrons, and Sally's neuroses do too.",1,905,905
Nora pushed at the chair.,1,2712,2712
The window broke.,1,2138,2138
There arose a great storm.,1,4029,4029
I have some papers to grade these exams and.,0,1761,1761
Aunt Hattie wants you to be nice and kiss your granny.,1,1290,1290
Bill is drying a lot of clothes on the line.,1,3268,3268
The destruction of the city bothered the Mongols.,1,5649,5649
This girl in the red coat will put a picture of Bill in the mailbox before tomorrow.,1,7161,7161
Alison poked the needle into the cloth.,1,2835,2835
"They cooked, thickened the soup.",1,7331,7331
Amanda drove at the package.,0,2705,2705
Bill will put a picture of this girl in the red coat on your desk before tomorrow.,1,7134,7134
She has enough of a problem as it is.,1,5384,5384
Tamara poured water onto the plants.,1,2580,2580
Most guests will be offended if we don't invite some philosopher.,1,1028,1028
"It's fine that he paid and apologized, but I don't really care about his gratitude, or the money, or anything.",1,5238,5238
That the police would arrest several rioters was a certainty.,1,6194,6194
John seems to sleep all day.,1,7658,7658
I spoke to Bill about himself.,1,1254,1254
I'm glad he bought a car.,1,5232,5232
"They gave my father, who had just turned 60, it.",0,1139,1139
Golfer who is in training has a pretty powerful swing.,0,6876,6876
Celia brushed herself.,0,3179,3179
I dried the clothes in the sun.,1,2393,2393
I deny that that Bob has some money is certain.,0,1969,1969
The Beatles all came to Merle Park.,1,6809,6809
Did the potion boil over?,1,7866,7866
I bought a book about Harry,1,7757,7757
It was so awful a picture as it first seemed.,0,5483,5483
That I believed that the sun is out is obvious.,1,1524,1524
Aphrodite quickly may free the animals,0,8049,8049
I bled him.,1,3219,3219
On his finger there sparkled a magnificent diamond.,1,3203,3203
Sharon fainted.,1,3167,3167
We got our car radio stolen twice on holiday.,1,4706,4706
People are stupid,1,8515,8515
There may exist a man in the park.,1,4420,4420
"This girl will not buy bread, will she buy bread?",1,7154,7154
A choir sang in the church.,1,2465,2465
"I'll talk to John on Friday about the report that the shooting of the prisoners shocked me, and to his wife on Saturday.",1,1187,1187
"It is important for the more you to eat, the more careful for you to be.",0,146,146
I won't ask you to believe that he tried to force me to give her some money.,1,1505,1505
Which picture that John took at the party did he decide to display in his house?,1,1073,1073
Who does Phineas know a girl who is behind?,0,1204,1204
Mr Elton handed his wife into the carriage.,1,6695,6695
What did Bill cook supper and wash?,0,4961,4961
It was believed that the earth was round.,1,2435,2435
The cat thinks that he is out of the bag.,1,6244,6244
Who was it who interviewed you?,1,5164,5164
The table is longer than the door's wide.,0,5533,5533
Steve pelted at Anna.,0,2787,2787
The convict escaped the police.,1,3368,3368
You and I are as alike as a horse and a cow.,1,5353,5353
"I taught them English for an entire year, but they don't seem to have learned.",1,2086,2086
It tried to rain.,0,4314,4314
"Max offered help to the victims, but they refused his offer.",1,2084,2084
"Jerry wouldn't read a book by Babel, but Meryl has done so and it was pretty good.",1,940,940
I know you like the back of my hand.,1,3718,3718
I pushed on the table.,1,2248,2248
David constructed a house from bricks.,1,2290,2290
Everyone claimed that the poison was neutralized.,1,8003,8003
A plan to negotiate an honorable end to the war in Vietnam was gotten wind of.,1,1406,1406
What is to come is in this document.,1,5088,5088
It disturbs the Chinese government that the Dalai Lama claims Tibet independence.,1,5042,5042
"I'm going out, whatever the weather.",1,180,180
John promised Bill to leave tomorrow morning.,1,3821,3821
The teacher meant well.,1,2532,2532
I brought John a razor with which to shave himself.,1,1647,1647
Which poem about Achilles did Homer recite?,1,8212,8212
Fred gave flowers to his sweetie because Frank had.,1,938,938
"I wrote Blair a letter, but I tore it up before I sent it.",1,2097,2097
"Tom ordered bacon, and Dick lettuce, and I think that Harry tomatoes.",0,1556,1556
I might be leaving soon.,1,7826,7826
The spoon ate the ice cream.,0,2396,2396
The news was dealt with carefully.,1,4709,4709
The judge offered a prize to the winner.,1,2326,2326
I gave a gun which I had cleaned to my brother.,1,1082,1082
The agency classified the documents.,1,7357,7357
Barbara handed the intriguing results of the latest examination to Alan on Tuesday.,1,6650,6650
Michael accidentally broke the glass.,1,5878,5878
Heidi thinks that Andy has eaten salmon flavored candy bars.,1,5962,5962
Ida hunted deer in the woods.,1,2345,2345
John is refused.,1,491,491
I yawned.,1,1227,1227
The sinking of the ship was very devious.,1,986,986
The horse galloped,1,8367,8367
John put books in the box.,1,3783,3783
Why do you think he left?,1,4843,4843
The reading of Shakespeare satisfied me,1,8050,8050
Mary gets depressed when she listens to the Grateful Dead.,1,160,160
The books put on the table.,0,2545,2545
Someone did Medea poison.,0,8325,8325
John died last night.,1,3819,3819
The bell rang.,1,2189,2189
The stodgy professor left with his teaching assistant.,1,5914,5914
"Calvin will fire someone today, but I don't know who.",1,6309,6309
I would like an accountants to sort out my tax return.,0,6616,6616
They pushed their way through the crowd.,1,2237,2237
"I acknowledged that my father, he was tight as an owl.",0,1824,1824
The accident happened.,1,3356,3356
"Mary was told to bring something to the party, so she asked Sue what to.",0,854,854
John convinced there to be several firemen available.,0,7675,7675
He might could go,1,7754,7754
John needed.,0,7353,7353
The stone knocked the pole into the road.,1,523,523
I was trying and buying some whiskey.,0,7058,7058
That's how they do it.,1,5100,5100
John has carefully studied Russian.,1,7438,7438
In general that he understands what's going on is surprising.,0,431,431
Julie became a fond.,0,7979,7979
Carmen obtained the spare part.,1,2747,2747
I introduced her to he.,0,8272,8272
There might be a unicorn in the garden.,1,4401,4401
That John loves Mary is doubtful.,1,785,785
The man that Mary saw knew me.,1,7241,7241
"The more contented we pretended to be better fed and, the more angry we grew at the doctors.",0,1755,1755
He looks so formidable.,1,5413,5413
The glass cut Rachel's toe.,1,2368,2368
John is eager to find.,0,5024,5024
There lived a man with his grandson.,1,3832,3832
Many people were there playing on the beach,0,8058,8058
She always wore.,0,3183,3183
David constructed the bricks into a house.,0,2291,2291
Richard is going to chop some wood.,1,7998,7998
I poured 20 liters of acid into the beaker.,1,4605,4605
I am being whipped,1,7884,7884
It is not certain that you'll marry any particular student.,1,1976,1976
They gave the bicycle to me.,1,2181,2181
A fire raged in the mountains.,1,3294,3294
Clinton supported the health care bill.,1,3948,3948
I know two men behind me.,1,1261,1261
The roof of the building is leaking.,1,5820,5820
